product_id,category_id,store_id,name,product_slug,brand,model,description,manufacturer,thumbnail_image,rating,price,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,1,2,Supersonic SC-3222 32-Inch-Class Widescreen 720p LED HDTV with Built-in DVD Player,Supersonic SC-3222 32-Inch-Class Widescreen 720p LED HDTV with Built-in DVD Player,Supersonic,Supersonic,"['31.5 in. DLED HDTV', 'Built-in DVD player that is compatible with DVD, CD, CD-R, CD-RW, DVD+/-R, DVD+/-RW, VCD, and SVCD discs', 'Built-in ASTC and NTSC tuners', '1366 x 768 resolution, widescreen format', 'Peak brightness: 200 nits', 'Contrast ratio: 1,000:1', 'Viewing angle: 178deg', 'Response time: 8 ms', 'Built-in speakers: 8 watts x 2', 'HDMI(R) input and USB and SD(TM) Card ports for playback of audio and video files and to update software', 'Headphone output', 'Color capacity: 16.7 million', 'Picture modes: Movie, User, Dynamic, and Standard', 'Digital noise reduction', 'Sound modes: User, Dynamic, Standard, and Soft', 'Separate bass, treble, and balance controls', 'Sleep timer function', 'Multi-language on-screen display', 'Standby power: .5 watts', 'Maximum power consumption: 60 watts', 'Power inputs: 100 volts to 240 volts AC, 50 Hz/60 Hz', 'Includes remote, AC power adapter, and users manual']",Supersonic,https://target.scene7.com/is/image/Target/GUEST_8965b4f5-d9b5-4832-9d1e-71729273fd02,0,259.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,1,2,Sony UBP- X700/M 4K Ultra HD Home Theater Streaming Blu-ray Player with HDMI Cable,Sony UBP- X700/M 4K Ultra HD Home Theater Streaming Blu-ray Player with HDMI Cable,Sony,Sony,"['See the unrivaled visual clarity of 4K Ultra HD Blu-ray', 'Play almost any disc and file format', 'Stunning picture with 4K upscaling up to 60p', 'Listen to music from multiple formats', 'Dual HDMI outputs for A/V separation and clearer sound', 'Easy set-up with included HDMI chord']",Sony,https://target.scene7.com/is/image/Target/GUEST_1dd6cb93-ee0f-4b89-96c7-6abd15ee5e16,4.3,159.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,1,2,LG 55 Class 4K UHD Smart LED TV - 55UQ9000PUD,LG 55 Class 4K UHD Smart LED TV - 55UQ9000PUD,LG Electronics,LG Electronics,"['Real 4K Display w/ 4K UHD Resolution', '?5 Gen 5 AI Processor 4K: 4K upscaling & AI Sound Pro', 'Active HDR (HDR10, HLG), Dynamic Tone Mapping, FILMMAKER MODE', 'webOS 22 w/ Magic Remote', 'LG Channels: Free access to programming on over 300+ LG Channels', 'Game Optimizer & Dashboard UHD: ALLM, HGiG', 'Google Assistant and Alexa Built-In']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_bfd4ccfa-47f1-4706-975f-ceb33a0e16e9,4.38,429.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,1,2,Samsung 3.0Ch Soundbar with Built-in Woofer - Gray (HW-S50B),Samsung 3.0Ch Soundbar with Built-in Woofer - Gray (HW-S50B),Samsung,Samsung,"['All in one - Everything you need in a single soundbar with two woofers and tweeters built in, so you can enjoy rich sound that will fill your room.', 'Dolby Digital 5.1 / DTS Virtual:X - Youll be truly captivated with multi directional sound that draws you into the action with Dolby Digital 5.1 capable and DTS Virtual X. Dolby Digital 5.1 creates realistic surround sound by projecting it from all around you, while DTS Virtual: X expands your listening experience without having to add extra speakers putting you at the center of every epic battle and heart stopping car chase.', 'Q Symphony - Perfectly synchronized, fully immersive audio floods your room all at once, using every speaker in compatible Samsung TV and soundbars.*', Built in Center Speaker - The built in center speaker is dedicated to delivering enhanced dialogue so you won't miss a word"," no matter how faint the conversation or how intense the background music or action is.""", 'Adaptive Sound Lite - Enjoy dynamically optimized audio with enhanced voice clarity so you can follow along with action packed games and blockbuster films.', 'Music Mode - Experience vocals and instruments in studio grade clarity, allowing you to hear every note as the artists intended.', 'Bluetooth® Multi Connection - Connect two smart devices at the same time so you can conveniently switch and play songs from different devices.* Soundbar mobile connection is not available when connected to the TV. Requires Bluetooth®  compatible devices.', 'Tap Sound - Play your music or podcasts from your mobile device to your soundbar with a simple tap.*Tap sound is only compatible with select Samsung mobile devices," with Android 8.1 and above. Tap Sound requires SmartThings app to activate and set up. This service only works when Soundbar and mobile are on.']""",Samsung,https://target.scene7.com/is/image/Target/GUEST_2f24d455-a9a0-4ebf-a37c-21827a1d92b1,4.65,149.99,,,,,,,,,,,,,,,,,,,,
809,1,2,Samsung 3.1.2ch Soundbar with Wireless Dolby Audio and DTS:X - (HW-Q700B),Samsung 3.1.2ch Soundbar with Wireless Dolby Audio and DTS:X - (HW-Q700B),Samsung,Samsung,"['Wireless Dolby Atmos - Enjoy a surround sound experience with Dolby Atmos and skip the need for HDMI cables. Immerse yourself in sound and hear it from above for a rich and unparalleled experience.', 'True 3.1.2ch Sound - Enjoy a cinematic audio experience, with 3 channels, 1 subwoofer and 2 up-firing channels combined to put you at the center of the action.', Q-Symphony - Synchronized audio using every speaker in compatible Samsung TV and soundbars.*  *Q Symphony is compatible with select 2020-2022 Samsung TV's. Please refer to samsung.com for more information. Soundbar must be connected to TV via HDMI"," optical cable or Wi Fi to enable Q Symphony function."""," ""SpaceFit Sound - Elevate your sound experience with a soundbar that automatically analyzes your room and calibrates the upper range tones to best fill your space.*   *SpaceFit Sound is compatible with 2021 Samsung QLED TV's (Q70? and above). Please refer to samsung.com for more information.""", 'Works with Voice Assistants - Use your favorite voice assistants and operate hands free.*    * An Echo Device is required to use this feature.', 'Airplay 2 - Simply pair the soundbar with a compatible iPhone or other iOS device to play music.*   **This Samsung soundbar supports AirPlay2 and requires iOS 11.4 or later. Apple, and AirPlay are trademarks of Apple Inc., registered in the U.S. and other countries.', 'Adaptive Sound - Enjoy dynamically optimized audio with enhanced voice clarity so you can follow along with action-packed games and blockbuster films.', 'Game Pro Mode - Game Pro Mode boosts your gaming experience with up-firing speakers and 3D audio that moves all around you. Acoustic Beam® and powerful woofers automatically sync sound with the action onscreen so you can react instantly in real time.*   **Compatible with select TVs and select gaming consoles (e.g. Xbox X, PS5). Game console sold separately.', 'Tap Sound - Play your music or podcasts from your mobile device to your soundbar with a simple tap.*   *Tap sound is only compatible with select Samsung mobile devices, with Android 8.1 and above. Tap Sound requires SmartThings app to activate and set up. This service only works when Soundbar and mobile are on.'," 'Chromecast Built-in - Cast music or your favorite podcast from your mobile to your Samsung soundbar. *   **This service is provided by Google and can be terminated at any time. Some features and functions provided by connected devices may be limited or not be supported to use. Content Services may vary by region & are subject to change without notification.']""",Samsung,https://target.scene7.com/is/image/Target/GUEST_16dede4b-3336-45b5-b237-e5a2d518a808,4.51,399.99,,,,,,,,,,,,,,,
810,1,2,"VIZIO 50 Class M6 Series 4K QLED HDR Smart TV with Dolby Vision, Voice Remote and Gaming Engine - M50Q6-J01","VIZIO 50 Class M6 Series 4K QLED HDR Smart TV with Dolby Vision, Voice Remote and Gaming Engine - M50Q6-J01",VIZIO,VIZIO,"['4K Ultra HD - Over 8 million pixels for breathtaking detail. 4 times the resolution of 1080p!', Full Array Backlight with Active Pixel Tuning -Evenly distributed LEDs across the screen's backlight deliver superior light uniformity and picture performance.""", 'SmartCast - Instant access to the best selection of apps from top-tier streaming services, and over 250 free channels on WatchFree+. You can even pair your favorite Bluetooth headphones and hear every word - uninterrupted.', 'Apple AirPlay 2 and Chromecast Built-In - Stream, control, mirror and share your content from your Apple or Android devices directly to the TV.'," ""What's Included - VIZIO Voice Remote with batteries", Power Cable," Quick Start Guide and User Manual.""", '3 HDMI 2.1 Ports - Offers the highest video performance for 4K entertainment devices, superior audio quality with eARC for high bit-rate audio pass-through for Dolby Atmos and DTS:X.', 'V-Gaming Engine - Automatically optimizes picture mode for gaming and makes the latest console gameplay even more responsive with Auto Game Mode, Variable Refresh Rate with AMD FreeSync, M-Series lowest input lag, and newly-added gaming menu.', 'Dolby Vision Bright Mode - See even more lifelike accuracy, color saturation, black detail," and brightness thanks to color pixel tuning that ramps up depth and detail to new heights. M-Series also supports HDR10/+ and HLG formats.']""",VIZIO,https://target.scene7.com/is/image/Target/GUEST_e361887c-1606-4871-be31-e06697b8af4e,4.53,399.99,,,,,,,,,
811,1,2,LG SP2 2.1 Channel 100W All in One Soundbar with Fabric Wrap,LG SP2 2.1 Channel 100W All in One Soundbar with Fabric Wrap,LG Electronics,LG Electronics,"['2.1 Channel & 100W Total Output Power', 'Built-in Subwoofer', 'USB Playback', 'TV Sound Mode Share', 'HDMI Audio Return Channel (ARC)', 'LG TV Sound Sync (Optical/Bluetooth)', 'TV Remote Compatibility', 'Fabric Wrapped Design']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_2750eee6-13da-41db-9bb5-71efefb6db65,3.98,99.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,1,2,Naxa Portable TV and Digital Multimedia Player with Rechargeable Built-in Battery (13-In.),Naxa Portable TV and Digital Multimedia Player with Rechargeable Built-in Battery (13-In.),Naxa,Naxa,"['13.3 in. TFT LCD screen (1280 x 800)', 'Built-in digital ATSC TV tuner to receive free over-the -air TV stations', 'Removable USB memory support', 'Plays the following media formats: MP3, JPEG, MPEG, SVID, AVC, MP4, H.264, HEVC (H.265), FLV, MKV, and TXT', 'Input: A/V input, HDMI(R), and external antenna', 'Output: 3.5 mm headphone jack', '3 ways to power TV: 100-volt to 240-volt AC power adapter, 12-volt DC car cord, and 3.7-volt 5,000 mAh rechargeable battery', 'Operational time up to 2.5 hours (varies depending on volume level and type of media played)', 'Includes remote, ETL(R)/Intertek(R) AC adapter, DC car cord, external antenna, A/V cable, and user manual']",Naxa,https://target.scene7.com/is/image/Target/GUEST_1122a9ca-9c72-45b8-b372-a5b38eab30ac,0,153.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,1,2,LG 65 Class 4K UHD Smart LED TV - 65UQ9000PUD,LG 65 Class 4K UHD Smart LED TV - 65UQ9000PUD,LG Electronics,LG Electronics,"['Real 4K Display w/ 4K UHD Resolution', '?5 Gen 5 AI Processor 4K: 4K upscaling & AI Sound Pro', 'Active HDR (HDR10, HLG), Dynamic Tone Mapping, FILMMAKER MODE', 'WebOS 22 w/ Magic Remote', 'LG Channels: Free access to programming on over 300+ LG Channels', 'Game Optimizer & Dashboard UHD: ALLM, HGiG', 'Google Assistant and Alexa Built-In']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_bfd4ccfa-47f1-4706-975f-ceb33a0e16e9,4.41,539.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,1,2,LG 48 Class 4K UHD Smart OLED TV - OLED48C2PUA,LG 48 Class 4K UHD Smart OLED TV - OLED48C2PUA,LG Electronics,LG Electronics,"['OLED evo', '?9 Gen5 AI Processor 4K: AI Picture Pro & AI Sound Pro', 'Cinema HDR (Dolby Vision, HDR10, HLG), Dynamic Tone Mapping Pro', 'Home Cinema: Dolby Vision IQ, Dolby Atmos and FILMMAKER MODE', 'WebOS 22 w/ Magic Remote', 'LG Channels: Free access to programming on over 300+ LG Channels', 'Ultimate Gameplay: Game Optimizer, VRR, ALLM, eARC, HGiG, NVIDIA G-SYNC, FreeSync', 'Google Assistant and Alexa Built-In']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_d97091c5-d7d1-490c-bae2-e5667df2cd3f,4.85,1049.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,1,2,Vizio V21d-J8B-RB 2.1 Home Theater Sound Bar - Certified Refurbished,Vizio V21d-J8B-RB 2.1 Home Theater Sound Bar - Certified Refurbished,VIZIO,VIZIO,"['2-Channel Configuration', 'Two Woofers', 'Bluetooth Audio Streaming', 'Optical, 3.5mm, USB Inputs', 'Four total drivers', 'DTS TruVolume sound enhancement technology', 'Movie, Music, Game, and Dialogue listening modes', 'This item is refurbished', '90 Day Warranty']",VIZIO,https://target.scene7.com/is/image/Target/GUEST_5c4851cc-26d4-4294-8d1e-c38cb8436b9c,4.67,99.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,1,2,Samsung 3.1.2ch Soundbar with Dolby Audio and DTS:X - (HW-Q600B),Samsung 3.1.2ch Soundbar with Dolby Audio and DTS:X - (HW-Q600B),Samsung,Samsung,"['Dolby Atmos: DTS:X - Hear your favorite content in realistic 3D audio with Dolby Atmos and DTS:X. Sound projects all around you, including from above, so you can immerse yourself in all around sound.', 'True 3.1.2ch Sound - Enjoy a cinematic audio experience, with 3 channels, 1 subwoofer and 2 up-firing channels combined to put you at the center of the action.', Q-Symphony - Perfectly synchronized", fully immersive audio floods your room all at once, using every speaker in compatible Samsung TV and soundbars.*  **Q Symphony is compatible with select 2020-2022 Samsung TV's. Please refer to samsung.com for more information. Soundbar must be connected to TV via HDMI," optical cable to enable Q Symphony function.""", 'Adaptive Sound - Enjoy dynamically optimized audio with enhanced voice clarity so you can follow along with action-packed games and blockbuster films.', 'Game Pro Mode - Game Pro Mode boosts your gaming experience with up-firing speakers and 3D audio that moves all around you. Acoustic Beam® and powerful woofers automatically sync sound with the action onscreen so you can react instantly in real time.*', 'Tap Sound - Play your music or podcasts from your mobile device to your soundbar with a simple tap.*   **Tap sound is only compatible with select Samsung mobile devices, with Android 8.1 and above. Tap Sound requires SmartThings app to activate and set up. This service only works when Soundbar and mobile are on.', 'Bluetooth® Multi-Connection - Connect two smart devices simultaneously and share the sound tower with ease. No more jumping back and forth, just deciding whats next.*   ** Soundbar mobile connection is not available when connected to the TV. Requires Bluetooth® compatible devices.'," ""Samsung Acoustic Beam® - Get pulled into what you're watching with panoramic sound that moves with the action on-screen.""", 'One Remote - A single HDMI cable connection passes advanced audio like Dolby Atmos to TV-connected devices.   *Streamline the control of your Samsung TV and soundbar including volume with just the Samsung TV remote.'," 'HDMI eARC - Streamline the control of your Samsung TV and soundbar including volume with just the Samsung TV remote.*   A single HDMI cable connection passes advanced audio like Dolby Atmos to TV-connected devices.']""",Samsung,https://target.scene7.com/is/image/Target/GUEST_22d44816-36da-4087-a904-e5e8dd389702,3.82,329.99,,,,,,,,,,,,,,,
817,1,2,Samsung 5.1-Ch Dolby Digital 5.1 / DTS Virtual:X Soundbar with Acoustic Beam - HW-Q59CT - Manufacturer Refurbished,Samsung 5.1-Ch Dolby Digital 5.1 / DTS Virtual:X Soundbar with Acoustic Beam - HW-Q59CT - Manufacturer Refurbished,Samsung,Samsung,"['Dolby Digital 5.1 / DTS Virtual:X Captivating virtual 3D sound moves all around you, including above with DTS Virtual:X technology. Dolby Digital 5.1 enables surround sound capability..', Feel the depth of moving sound Samsung Acoustic Beam Get pulled into what you're watching with panoramic sound that moves with the action on-screen.""", 'Q Soundbar & Samsung TV, in perfect harmony Q-Symphony Audio that tracks with each scene with perfectly synchronized audio from your compatible Samsung TV* and soundbar for a harmonious, cinematic experience.', 'Game Pro Mode Level up with 3D directional audio from up-firing speakers. Acoustic Beam and powerful woofers automatically sync sound with the on-screen action, while crosstalk cancellation minimizes distractions. HDMI, Bluetooth TV connection, Bluetooth multi-connection'," 'Warranty: Genuine Samsung Original Factory Recertified Product in Brand New Condition. Packaged in Samsung original factory sealed box with 90-day Manufacturer Direct Support and Warranty']""",Samsung,https://target.scene7.com/is/image/Target/GUEST_bca54fe9-48d5-4288-bfd6-e789d8559859,2,264.99,,,,,,,,,,,,,,,,,,,
818,1,2,Sony 65 Class X80K Series 4K HDR LED with smart Google TV- KD65X80K,Sony 65 Class X80K Series 4K HDR LED with smart Google TV- KD65X80K,Sony,Sony,"['Intelligent TV processing  The 4K HDR Processor X1 delivers a picture that is smooth and clear, full of rich colors and detailed contrast.', 'Wide spectrum of colors - Reproduces over a billion accurate colors resulting in picture quality that is natural and precise, and closer than ever to real life, enhanced by TRILUMINOS Pro.', 'Premium smart TV  Google TV with Google Assistant organizes your favorite content all in one place.1 Stream from Netflix, Disney+, Apple TV, HBO Max, Peacock and many more. Also, stream from your Apple device with AirPlay 2 support.', 'Enhanced entertainment  Experience immersive and engaging cinematic content as the creator intended with support for Dolby Vision & Atmos.', 'Enhanced gaming picture quality  Enhance your gaming experience with exclusive features for the PlayStation® 5 to improve gaming picture quality.', 'Flush surface design  Your eyes naturally focus on the immersive big picture with a flush surface narrow bezel design.', 'Intelligent motion handling  See blur-free picture quality in fast-moving sports and action-packed movies powered by Motionflow XR.', 'Upscale all your content  Bring back lost texture and detail and see all your content upscaled to near-4K resolution with 4K XR-Reality PRO.']",Sony,https://target.scene7.com/is/image/Target/GUEST_c4def5bc-fd44-4d9d-b75c-4dd4ca4e3f1d,4.4,699.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,1,2,VIZIO SB36512-F6B-RB Dolby Atmos SoundBar System- Certified Refurbished,VIZIO SB36512-F6B-RB Dolby Atmos SoundBar System- Certified Refurbished,VIZIO,VIZIO,['36 5. 1. 2 Home theater sound system with Dolby Atoms', '\u200e150 Watts Output Wattage', '8 Total Speakers, 5 Sound Bar Speakers', 'VIZIO Smart Cast, Dolby Digital, DTS Virtual:X'," '6.0"" / 152.4 mm Subwoofer Size'", 'This item is refurbished'," '90 Day Warranty']""",VIZIO,https://target.scene7.com/is/image/Target/GUEST_ac5fb014-3690-4c22-99dc-3b444fa5cb66,4.24,239.99,,,,,,,,,,,,,,,,,,
820,1,2,LG 50 Class 4K UHD Smart LED TV - 50UQ9000PUD,LG 50 Class 4K UHD Smart LED TV - 50UQ9000PUD,LG Electronics,LG Electronics,"['Real 4K Display w/ 4K UHD Resolution', '?5 Gen 5 AI Processor 4K: 4K upscaling & AI Sound Pro', 'Active HDR (HDR10, HLG), Dynamic Tone Mapping, FILMMAKER MODE', 'webOS 22 w/ Magic Remote', 'LG Channels: Free access to programming on over 300+ LG Channels', 'Game Optimizer & Dashboard UHD: ALLM, HGiG', 'Google Assistant and Alexa Built-In']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_bfd4ccfa-47f1-4706-975f-ceb33a0e16e9,4.32,379.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,1,2,Naxa Portable TV and Digital Multimedia Player with Rechargeable Built-in Battery (14.1-In.),Naxa Portable TV and Digital Multimedia Player with Rechargeable Built-in Battery (14.1-In.),Naxa,Naxa,"['14.1 in. TFT LCD screen (1280 x 800)', 'Built-in digital ATSC TV tuner to receive free over-the-air TV stations', 'Removable USB memory support', 'Plays the following media formats: MP3, JPEG, MPEG, SVID, AVC, MP4, H.264, HEVC (H.265), FLV, MKV, and TXT', 'Input: A/V input, HDMI(R), and external antenna', 'Output: 3.5 mm headphone jack', '3 ways to power TV: 100-volt to 240-volt AC power adapter, 12-volt DC car cord, and 3.7-volt 5,000 mAh rechargeable battery', 'Operational time up to 2.5 hours (varies depending on volume level and type of media played)', 'Includes remote, ETL(R)/Intertek(R) AC adapter, DC car cord, external antenna, A/V cable, stand, and user manual']",Naxa,https://target.scene7.com/is/image/Target/GUEST_f1bcc0dd-dfc2-496e-8cbd-2b2a088b7561,0,167.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,1,2,LG 55 Class 4K UHD Smart LED TV - 55UQ9000PUD,LG 55 Class 4K UHD Smart LED TV - 55UQ9000PUD,LG Electronics,LG Electronics,"['Real 4K Display w/ 4K UHD Resolution', '?5 Gen 5 AI Processor 4K: 4K upscaling & AI Sound Pro', 'Active HDR (HDR10, HLG), Dynamic Tone Mapping, FILMMAKER MODE', 'webOS 22 w/ Magic Remote', 'LG Channels: Free access to programming on over 300+ LG Channels', 'Game Optimizer & Dashboard UHD: ALLM, HGiG', 'Google Assistant and Alexa Built-In']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_bfd4ccfa-47f1-4706-975f-ceb33a0e16e9,4.38,429.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,1,2,LG 43 Class 4K UHD Smart LED TV - 43NANO75,LG 43 Class 4K UHD Smart LED TV - 43NANO75,LG Electronics,LG Electronics,"['Real 4K NanoCell Display', '?5 Gen 5 AI Processor 4K', 'webOS 22 w/ Magic Remote', 'LG Channels: Free access to programming on over 300+ LG Channels', 'Home Cinema Experience: Active HDR, HDR10, Filmmaker Mode', 'Ultimate Gameplay: Game Optimizer, ALLM, HGiG']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_34d311c6-3ce6-47ff-b30a-9ea625ff32b7,4.31,349.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,1,2,LG SPM7A 3.1.2 Channel Sound Bar with Dolby Atmos,LG SPM7A 3.1.2 Channel Sound Bar with Dolby Atmos,LG Electronics,LG Electronics,"['3.1.2 Channel 380W', 'Meridian Audio Technology', 'Dolby Atmos & DTS:X with Upward Firing Height Channels', 'High Res Audio (24bit/96kHz)']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_3ece79c7-054d-4282-b5ad-b806984dc40a,4.71,269.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,1,2,"Sony XR55X90K 55 BRAVIA 4K HDR Full Array LED Smart TV (2022) with HT-A5000 5.1.2ch Dolby Atmos Soundbar""","Sony XR55X90K 55 BRAVIA 4K HDR Full Array LED Smart TV (2022) with HT-A5000 5.1.2ch Dolby Atmos Soundbar""",Sony,Sony,['This Bundle Includes: XR55X90K 55 BRAVIA 4K HDR Full Array LED Smart TV with Google TV (2022) & HT-A5000 5.1.2ch Dolby Atmos Soundbar', 'Intelligent TV processing technology with Cognitive Processor XR that delivers natural and realistic picture quality', 'Immersive depth and realism with lifelike brightness enhanced by XR OLED Contrast Pro', 'Experience immersive cinematic content with support for Dolby Vision, IMAX Enhanced, and Netflix Adaptive Calibrated Mode'," ""The HTA5000's unique digital sound field processing technology virtually reproduces the surround sound field""]""",Sony,https://target.scene7.com/is/image/Target/GUEST_cd282fe7-1436-48d2-b0df-5320cae7b912,0,1698,,,,,,,,,,,,,,,,,,,,,
826,1,2,LG 65 Class 4K UHD Smart LED TV - 65UQ9000PUD,LG 65 Class 4K UHD Smart LED TV - 65UQ9000PUD,LG Electronics,LG Electronics,"['Real 4K Display w/ 4K UHD Resolution', '?5 Gen 5 AI Processor 4K: 4K upscaling & AI Sound Pro', 'Active HDR (HDR10, HLG), Dynamic Tone Mapping, FILMMAKER MODE', 'WebOS 22 w/ Magic Remote', 'LG Channels: Free access to programming on over 300+ LG Channels', 'Game Optimizer & Dashboard UHD: ALLM, HGiG', 'Google Assistant and Alexa Built-In']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_bfd4ccfa-47f1-4706-975f-ceb33a0e16e9,4.41,539.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,1,2,RCA 32-Inch-Class HD 720p LED TV,RCA 32-Inch-Class HD 720p LED TV,RCA,RCA,"['Ideal for use in family room, bedroom, kitchen, or home office', '32 in. LED backlit screen', 'Clear 720p high-definition resolution with compatible media and source devices; 60 Hz refresh rate', 'Brilliant screen for vivid colors and exceptional contrast; 16:9 aspect ratio', 'Fast and easy connectivity to favorite content using HDMI(R), Component, and VGA', '100 mm x 100 mm VESA(R) capability', 'Includes remote control, power cord, 2 AAA batteries, base stand, and 2 screws']",RCA,https://target.scene7.com/is/image/Target/GUEST_ca6676a0-4c5f-4ee1-8ee1-47f77f330923,0,308.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,1,2,Samsung HW-B550 2.1ch Soundbar with Dolby Audio / DTS Virtual:X (2022),Samsung HW-B550 2.1ch Soundbar with Dolby Audio / DTS Virtual:X (2022),Samsung,Samsung,"['Enjoy enhanced surround sound with Dolby audio and DTS Virtual: X', 'Boost the bass with a touch of a button', 'Experience the intensity of action movies with the powerful bass coming from the included subwoofer', 'Use Game Mode to boost your gaming experience with clear directional sound', 'Connect two different smart devices at the same time so you can conveniently switch between devices']",Samsung,https://target.scene7.com/is/image/Target/GUEST_8bef99e2-e586-4097-87d5-2caaf643b29b,4.64,177.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,1,2,Samsung 3.2.1ch Soundbar with Wireless Dolby Atmos and DTS:X - (HW-S801B),Samsung 3.2.1ch Soundbar with Wireless Dolby Atmos and DTS:X - (HW-S801B),Samsung,Samsung,"['Ultra Slim Design - Our unbelievably sleek, low profile soundbar delivers high quality audio in a super slim package giving you exceptional sound while blending into your rooms décor.', 'Wireless Dolby Atmos - Enjoy a surround sound experience with Dolby Atmos and skip the need for HDMI cables. Immerse yourself in sound and hear it from above for a rich and unparalleled experience.', 'True 3.1.2ch Sound - Enjoy a cinematic audio experience, with 3 channels, 1 subwoofer and 2 up firing channels combined to put you at the center of the action.', Q Symphony - Perfectly synchronized", fully immersive audio floods your room all at once, using every speaker in compatible Samsung TV and soundbars.*   *Q Symphony is compatible with select 2020-2022 Samsung TV's. Please refer to samsung.com for more information. Soundbar must be connected to TV via HDMI," optical cable or Wi Fi to enable Q Symphony function.""", 'SpaceFit Sound - Elevate your sound experience with a soundbar that automatically analyzes your room and calibrates the upper range tones to best fill your space.*   *SpaceFit Sound Built in.', 'Airplay 2 - Simply pair the soundbar with a compatible iPhone or other iOS device to play music.*   *This Samsung Soundbar supports AirPlay2 and requires iOS 11.4 or later. Apple, and AirPlay are trademarks of Apple Inc., registered in the U.S. and other countries.', 'Game Pro Mode - Game Pro Mode boosts your gaming experience with up firing speakers and 3D audio that moves all around you. Acoustic Beam® and powerful woofers automatically sync sound with the action onscreen so you can react instantly in real time.*   *Compatible with select TVs and select gaming consoles (e.g. Xbox X, PS5). Game console sold separately.', 'Built in Voice Assistant - Command your soundbar easily with Alexa an duse your voice to play your favorite songs, see your favorite shows and watch your favorite teams.', 'Tap Sound - Play your music or podcasts from your mobile device to your soundbar with a simple tap.*   *Tap sound is only compatible with select Samsung mobile devices, with Android 8.1 and above. Tap Sound requires SmartThings app to activate and set up. This service only works when Soundbar and mobile are on.', 'AVA - Hear dialogue and commentary loud and clear when it counts the most and never', 'miss an important moment. Active Voice Analyzer breaks down room noise so that onscreen voices are always optimized," making movies and sports more enjoyable.']""",Samsung,https://target.scene7.com/is/image/Target/GUEST_603ec3cb-992e-4f0d-a283-a8f56c7d78cb,4,599.99,,,,,,,,,,,
830,1,2,"Samsung QN65LST7TA 65 The Terrace QLED 4K UHD Outdoor Smart TV with Kanto PDX650 Articulating Full Motion TV Mount for 37"" - 75"" TV (Black)""","Samsung QN65LST7TA 65 The Terrace QLED 4K UHD Outdoor Smart TV with Kanto PDX650 Articulating Full Motion TV Mount for 37"" - 75"" TV (Black)""",Samsung,Samsung,"['This Bundle Includes: Samsung QN65LST7TA 65 The Terrace QLED 4K UHD Outdoor Smart TV and Kanto PDX650 Articulating Full Motion TV Mount for 37"" - 75"" TV (Black)'", '4K UHD Outdoor Smart TV Powered by Tizen Operating system', 'Outdoor-optimized QLED anti-glare picture with wide viewing angle and IP55 Rated weather-resistant durability'," 'The PDX650 from Kanto is a full motion TV wall mount that allows your flat screen TV to sit 2"" from the wall'", 'The articulating arms allow you to swivel your TV 80° in either direction, depending on your TV size," allowing you to achieve the perfect viewing angle']""",Samsung,https://target.scene7.com/is/image/Target/GUEST_95648ac4-7c88-468b-b3e6-52b0d465d041,0,3997.99,,,,,,,,,,,,,,,,,,,,,
